Id,SalePrice
1461,115744.165821136
1462,149867.229813227
1463,160668.097730475
1464,180643.756650772
1465,217207.275304899
1466,171214.552987577
1467,173298.927768078
1468,168753.257942823
1469,198347.090373983
1470,117657.673028663
1471,207107.070039986
1472,124943.613191985
1473,116034.584996148
1474,162812.215817503
1475,144272.426995438
1476,352040.148264201
1477,273494.281070792
1478,318059.167253981
1479,300940.075630941
1480,452902.309048604
1481,307258.89141327
1482,233198.967174756
1483,188050.606073262
1484,196069.563586757
1485,178392.088235614
1486,204570.495589659
1487,313075.593398425
1488,274936.92779813
1489,203041.66641532
1490,197292.253621519
1491,201526.40943948
1492,109309.05690975
1493,178348.553032939
1494,282730.474312248
1495,284068.446965154
1496,218918.983460137
1497,202536.038228484
1498,179644.559832999
1499,179972.422838783
1500,164259.606193636
1501,173946.540151468
1502,173538.155357985
1503,272523.706928878
1504,232321.673390524
1505,217531.982139915
1506,194689.750977655
1507,219040.427705661
1508,183683.147912175
1509,158684.281014076
1510,144187.811004004
1511,143087.168213701
1512,162192.012308972
1513,154119.248463953
1514,150528.271899058
1515,183209.939132888
1516,148496.199616031
1517,153673.764207146
1518,159427.920399459
1519,219690.758042109
1520,125228.47332956
1521,127884.682087531
1522,165507.950810017
1523,110320.621774939
1524,119040.131987278
1525,116914.083754351
1526,118577.590005044
1527,112422.981741054
1528,142234.236192829
1529,139007.979811618
1530,173014.793648351
1531,110123.131670613
1532,100555.614194919
1533,149179.52188532
1534,144735.009659578
1535,147455.071864844
1536,119923.804409412
1537,87918.9663656096
1538,180803.345724549
1539,199327.549289682
1540,125586.874716075
1541,152808.719252358
1542,140015.482735346
1543,188721.175994182
1544,96905.4505031937
1545,121395.683946729
1546,133703.74956742
1547,123633.340085215
1548,132290.206367267
1549,123237.639335036
1550,134560.422404495
1551,128586.688791897
1552,127895.644596851
1553,135362.001385126
1554,133936.616292155
1555,143342.409851086
1556,110499.516389842
1557,112967.68799901
1558,117137.713458544
1559,101250.909209456
1560,133196.350134376
1561,133471.514662413
1562,129163.141497869
1563,117164.74933376
1564,155133.711241741
1565,137874.168603941
1566,203809.941218919
1567,102068.950096717
1568,192100.983975848
1569,115035.678890794
1570,134334.791908194
1571,109366.141803255
1572,135012.649604018
1573,223637.763632767
1574,145364.493478259
1575,204118.633951745
1576,221356.449585641
1577,203538.054685029
1578,146711.7917976
1579,141785.311955782
1580,196061.677485435
1581,133376.728962094
1582,130334.856562583
1583,309963.182915293
1584,219935.981822677
1585,159534.765248555
1586,84017.1969678834
1587,105994.755304318
1588,130868.131183514
1589,115937.647428478
1590,140499.56897675
1591,97220.3157299439
1592,136078.26867307
1593,132315.45880351
1594,112727.78757874
1595,114150.585508861
1596,197069.086953577
1597,167847.805367447
1598,187011.211295216
1599,196651.857164895
1600,209014.416070175
1601,72783.5491789383
1602,124463.136631187
1603,94548.1148556374
1604,252431.608411806
1605,259442.071287829
1606,169798.157970408
1607,211827.012213579
1608,230541.704946468
1609,202771.265168778
1610,146100.794037875
1611,143750.105373408
1612,176347.3136574
1613,164877.766307208
1614,122147.546650063
1615,96081.2896304986
1616,96081.2896304986
1617,105832.483831264
1618,125740.055972592
1619,136058.469933255
1620,186026.485436579
1621,141195.559092348
1622,130185.492939733
1623,255220.360339951
1624,191231.479478829
1625,125568.193358081
1626,174223.130069536
1627,176851.875363349
1628,277460.288906614
1629,178135.608787377
1630,323547.057515873
1631,228675.740489532
1632,249196.1873936
1633,171675.849162569
1634,178734.016680527
1635,169945.888094009
1636,173361.321849111
1637,164348.633046115
1638,199332.40267077
1639,185855.149450283
1640,235056.055271223
1641,182187.584681197
1642,215085.49924645
1643,237010.289815845
1644,232136.326067896
1645,168529.159311356
1646,156709.21416462
1647,177435.552393606
1648,143383.452347107
1649,125609.812664144
1650,116954.20545955
1651,125027.541820905
1652,125678.570316133
1653,125310.552931908
1654,160813.712074348
1655,169999.652964578
1656,160188.201837618
1657,161759.668256743
1658,160658.649390874
1659,144696.132421329
1660,142657.628143052
1661,387611.160389375
1662,359151.320826209
1663,357205.971866776
1664,485121.157409938
1665,324957.733310714
1666,291753.743567522
1667,322118.522318362
1668,325499.499042285
1669,300375.867324564
1670,330967.083055101
1671,238982.113186281
1672,406496.371107306
1673,286952.874860496
1674,275884.686258881
1675,190192.848295405
1676,186926.263739106
1677,211210.633034219
1678,456742.078472808
1679,339332.539798951
1680,312320.024365722
1681,270096.578230267
1682,283361.600998622
1683,211937.941099706
1684,192073.765391846
1685,175868.571971937
1686,200807.628338832
1687,178717.665399272
1688,202163.439910192
1689,199854.866691786
1690,193738.028223891
1691,186424.604983003
1692,258083.046219325
1693,178392.088235614
1694,171279.724120967
1695,173879.039380526
1696,256844.026019942
1697,173562.27693662
1698,316916.962430348
1699,309112.73880598
1700,218793.590585227
1701,251229.818283169
1702,286335.755877418
1703,280668.846681972
1704,286068.5637104
1705,237669.759865666
1706,412647.204299946
1707,217697.73335391
1708,214853.56739036
1709,298632.255931202
1710,236758.782592915
1711,253456.890309122
1712,274467.55916981
1713,258891.948469267
1714,223056.384622105
1715,200101.231938259
1716,201486.570675651
1717,195808.447455577
1718,147950.588338994
1719,206866.467044755
1720,266169.545869576
1721,193272.261541262
1722,132126.236874638
1723,158260.802270578
1724,239503.881189487
1725,215954.909682079
1726,177966.787351793
1727,180767.506367901
1728,189415.945958225
1729,158158.221044567
1730,150899.901983878
1731,131030.512256662
1732,125694.091969772
1733,114784.136207625
1734,122415.711672248
1735,127150.582942303
1736,116977.020255498
1737,293242.202754258
1738,208257.32715282
1739,302942.936806786
1740,216900.571052491
1741,182064.944541526
1742,173946.540151468
1743,187439.191525957
1744,256225.988006944
1745,222157.426156998
1746,214209.877443798
1747,194951.166967087
1748,207243.953235275
1749,149391.01197774
1750,145801.693119342
1751,215228.101937237
1752,116821.662485583
1753,161740.143885699
1754,204064.064589029
1755,163841.571888396
1756,114715.123283384
1757,114112.888767169
1758,137928.05396418
1759,147490.574111497
1760,158784.636229407
1761,146238.846020441
1762,154184.163971675
1763,169073.628213629
1764,116447.603672851
1765,185600.925792562
1766,168771.18671041
1767,196183.403639446
1768,124691.152508497
1769,178174.071310015
1770,144053.881108978
1771,126595.717324882
1772,137022.907993263
1773,114648.491474926
1774,173969.471883555
1775,132549.042661802
1776,122366.963479352
1777,111172.111528729
1778,133093.465310092
1779,102853.385724296
1780,175668.985027748
1781,124304.864016057
1782,91226.4733227631
1783,143106.678284708
1784,100103.89223302
1785,119967.462384903
1786,125966.237051656
1787,175734.786754438
1788,67820.4161390856
1789,117148.96101374
1790,87594.0489358086
1791,219289.307048747
1792,151303.9069891
1793,149686.636263342
1794,158215.778256194
1795,135649.751451743
1796,116950.889360042
1797,138846.735091919
1798,120689.966275201
1799,106984.430890688
1800,113790.19415393
1801,120207.437599915
1802,150112.062336855
1803,161424.232801151
1804,138583.186447403
1805,135325.344375707
1806,147531.521639908
1807,156583.007503942
1808,127187.657323531
1809,111099.716557203
1810,131107.065901971
1811,100805.861297632
1812,105874.418743262
1813,122555.604225604
1814,106575.972752587
1815,67925.8165340213
1816,102398.872520257
1817,116435.748103636
1818,146919.528338739
1819,140343.819241027
1820,83863.9218114403
1821,124456.692671724
1822,172840.781352178
1823,70340.2220903205
1824,137326.381374322
1825,119594.734870669
1826,105879.468832697
1827,122759.515202926
1828,125430.172132573
1829,166593.301874975
1830,154852.639655623
1831,163538.969350552
1832,125062.912995264
1833,139398.047212113
1834,136685.778327671
1835,155620.220087949
1836,144601.414466439
1837,91594.1374985341
1838,129014.196109726
1839,104907.803557185
1840,126756.336577934
1841,132801.632436973
1842,108623.219395242
1843,124372.687572392
1844,140122.877909056
1845,121452.581503634
1846,151512.166507464
1847,137408.198241854
1848,64900.9581998721
1849,105360.913854295
1850,121270.190860793
1851,139287.918696768
1852,121205.387208541
1853,133519.756757392
1854,182038.971778017
1855,154562.269118508
1856,211335.170280754
1857,131087.171791353
1858,144016.346837466
1859,128314.831727186
1860,149585.044692292
1861,127845.449252582
1862,298184.513540139
1863,298184.513540139
1864,298184.513540139
1865,313295.927482302
1866,323230.135150094
1867,265391.10607123
1868,273846.259953219
1869,206103.323527415
1870,247128.480717378
1871,266193.954737764
1872,172704.103371413
1873,219676.898015234
1874,131868.501391197
1875,208271.165477216
1876,181768.212866479
1877,213228.692079022
1878,216894.995652473
1879,122392.405941515
1880,134732.968622809
1881,246113.642635185
1882,251736.61795729
1883,202866.648740424
1884,210838.98627808
1885,238015.062359187
1886,268693.971764978
