Id,SalePrice
1461,115466.93445825
1462,149744.541193943
1463,160806.088016701
1464,180930.643280776
1465,217395.877010704
1466,171262.615063964
1467,173396.01591012
1468,168804.584895717
1469,198565.379874682
1470,117530.353584401
1471,207445.806317663
1472,124630.662497168
1473,115790.167646569
1474,162855.37025375
1475,143936.512272882
1476,353557.198687637
1477,274303.511906454
1478,319173.166174318
1479,302157.238681696
1480,455546.042625476
1481,308344.063157723
1482,233601.471484507
1483,188435.817430163
1484,196355.847842726
1485,178530.033474198
1486,204916.143611878
1487,314186.421809962
1488,275730.046705667
1489,203405.545594952
1490,197759.8004419
1491,201846.686468307
1492,108936.445014025
1493,178432.552880257
1494,283501.697053659
1495,284849.134590221
1496,219391.796144474
1497,202864.69590909
1498,179791.881094175
1499,180125.11327888
1500,164447.33944953
1501,174188.302260112
1502,173635.592236003
1503,273326.616211209
1504,232678.727868136
1505,217977.133982656
1506,194770.441774207
1507,219641.142851273
1508,183742.92039188
1509,158550.508591918
1510,144083.117391716
1511,142975.950738722
1512,162340.49231672
1513,153929.897653833
1514,150520.422585477
1515,183448.121612126
1516,148218.66901283
1517,153711.296054427
1518,159384.413182101
1519,220182.167589976
1520,124987.489859896
1521,127656.494927466
1522,165360.849666564
1523,110104.43776295
1524,118879.264954034
1525,116622.807965041
1526,118303.017704685
1527,112248.08978692
1528,142040.139333907
1529,138850.363740787
1530,172989.721198138
1531,109833.927121754
1532,100150.269767735
1533,149191.958389094
1534,144688.49356672
1535,147554.986975146
1536,119612.213360907
1537,87763.799816258
1538,180573.431268704
1539,199191.784811825
1540,125390.949623635
1541,152614.697485246
1542,139922.04217742
1543,188756.108368269
1544,96669.0367570968
1545,120984.16851207
1546,133346.926196949
1547,123445.710593151
1548,131930.74481601
1549,123005.654546431
1550,134312.069282617
1551,128177.249163375
1552,127709.009869365
1553,135192.090687037
1554,133634.704643763
1555,143195.813897258
1556,110127.138845346
1557,112593.601399594
1558,116714.075191583
1559,100922.954415597
1560,132911.84194591
1561,133410.805095769
1562,129160.106234463
1563,116915.961338712
1564,155147.665595484
1565,137740.344692398
1566,203909.109887224
1567,101780.062618531
1568,192423.660447095
1569,115112.00294786
1570,134177.481067303
1571,109175.036137275
1572,134897.926353927
1573,224183.281022147
1574,145258.914523546
1575,204365.735646281
1576,222008.724984097
1577,203908.423077284
1578,146447.378239439
1579,141782.39254913
1580,196140.476519406
1581,133299.585469551
1582,130173.616257307
1583,311084.607954537
1584,220372.194741266
1585,159677.2349826
1586,83833.5374132671
1587,105658.532950824
1588,130686.827845741
1589,115862.86204094
1590,140272.917034608
1591,96946.6773733251
