Id,SalePrice
1461,115910.168018807
1462,154518.051641423
1463,177898.845184515
1464,199097.018433176
1465,199019.296443285
1466,178109.236032103
1467,179420.805586244
1468,171059.480212398
1469,182793.760899055
1470,118279.51482886
1471,210256.105594798
1472,92724.3044359879
1473,102667.049806435
1474,163504.56483066
1475,123277.019307375
1476,416986.003857392
1477,249616.752565591
1478,345797.882684041
1479,333959.705761873
1480,439986.13181206
1481,312825.497792649
1482,232650.311785925
1483,197826.830666642
1484,184358.603435067
1485,154251.638011883
1486,181496.296096981
1487,343164.036502834
1488,254100.316096193
1489,210962.017933528
1490,208720.169722946
1491,179928.777597748
1492,81744.5662901887
1493,184601.976711857
1494,302440.381370076
1495,299223.461623992
1496,228416.137302989
1497,184230.201463319
1498,159387.821282669
1499,160637.311346118
1500,162781.475954457
1501,179218.994390277
1502,153795.729911098
1503,250834.638117747
1504,228683.004834113
1505,223359.66010301
1506,198710.728382935
1507,232570.355098645
1508,185912.282805771
1509,166155.354839275
1510,154023.645535607
1511,142799.051809842
1512,168840.388636106
1513,165156.629302593
1514,155729.391305171
1515,180692.745770473
1516,150041.399805948
1517,152887.831144326
1518,144743.7437644
1519,227351.250095824
1520,141470.275876819
1521,141355.673784079
1522,176392.842011964
1523,124712.07470533
1524,117103.24461505
1525,129265.976131773
1526,131653.236120541
1527,96928.9348076351
1528,138406.079975799
1529,137318.350324697
1530,179824.86083579
1531,111576.607766599
1532,95340.4199222701
1533,167596.571907075
1534,144346.650341751
1535,157736.646519032
1536,124176.520498251
1537,81808.8551728193
1538,180531.72247269
1539,190543.171388255
1540,128955.415666288
1541,158160.523330275
1542,152642.626834254
1543,218211.169576069
1544,77878.046897182
1545,103645.523659126
1546,120649.013482626
1547,139177.822733736
1548,115155.55747571
1549,113244.14237509
1550,141218.160987603
1551,120645.969861935
1552,121529.210186851
1553,141670.083183475
1554,124025.137433801
1555,142070.235472699
1556,86572.9220289388
1557,126851.043019354
1558,94049.5848430937
1559,113914.936766695
1560,125244.861126166
1561,147588.214066826
1562,126937.174194072
1563,125756.310983063
1564,166677.701625599
1565,142341.630329664
1566,200427.024719645
1567,80148.3851091868
1568,193619.544106726
1569,143695.292773879
1570,125619.492645041
1571,113304.339761867
1572,151923.842456401
1573,226879.736923492
1574,153314.004633417
1575,221353.928366369
1576,202840.092100409
1577,215626.846313376
1578,145299.341446766
1579,148721.290784977
1580,183718.326918504
1581,138904.99911439
1582,125498.839607148
1583,315767.474759241
1584,245183.375440321
1585,143289.838865143
1586,79799.6413192309
1587,106325.157653123
1588,144030.224536522
1589,110025.04155429
1590,140062.013914791
1591,111882.800831245
1592,148738.043922613
1593,117560.425106694
1594,136175.982476013
1595,127791.549615749
1596,185762.805627734
1597,166204.95065398
1598,170885.506738943
1599,171587.123052762
1600,184770.247698244
1601,52958.2995644232
1602,117864.259860224
1603,74768.290267692
1604,251896.885833885
1605,257774.281981475
1606,172145.67222279
1607,216838.132784679
1608,218961.799037403
1609,210361.70180473
1610,155594.323570211
1611,150998.717699981
1612,202141.900093957
1613,181958.379337419
1614,118506.692976613
1615,86704.6296509711
1616,86704.6296509711
1617,86358.2507305384
1618,128299.830718695
1619,133955.356617537
1620,188729.254649471
1621,141748.301200192
1622,143041.628782919
1623,270576.458657638
1624,197912.637252596
1625,130289.318595133
1626,189777.368357037
1627,196920.918433106
1628,267856.989502146
1629,165366.066172004
1630,308741.060685288
1631,231806.093871046
1632,252806.257297091
1633,163810.282055539
1634,183413.134602374
1635,174285.92160879
1636,167281.223804764
1637,167637.282883061
1638,234487.052443655
1639,191496.496229427
1640,281454.716071618
1641,183472.18664093
1642,217376.516367466
1643,243010.860860461
1644,240198.148872686
1645,160685.416209434
1646,161323.447388412
1647,162665.131103264
1648,146476.259945413
1649,130751.026430012
1650,117128.471890641
1651,131004.600588325
1652,94513.3321730326
1653,93588.2982174953
1654,175641.826313275
1655,159114.932520343
1656,156519.595555937
1657,164554.983483903
1658,155930.936137843
1659,122694.506632912
1660,155144.719948691
1661,453612.902011637
1662,444807.177916298
1663,410675.2282686
1664,446408.78867615
1665,366605.311459345
1666,307640.809484758
1667,348283.378495173
1668,365635.412575907
1669,316204.030553829
1670,373896.445160574
1671,248916.898231528
1672,453294.351716107
1673,296258.715103357
1674,244766.511264208
1675,200495.808006677
1676,197974.886330021
